Word,Lemma
हा,हा
त्यज्,हा
परित्यज्,हा
सन्त्यज्,हा
अपहा,हा
विहा,हा
प्रहा,हा
अपाहा,हा
उत्सृज्,हा
विसृज्,हा
अतिसृज्,हा
व्यपसृज्,हा
रह्,हा
विरह्,हा
उञ्झ्,हा
प्रोञ्झ्,हा
परिहृ,हा
वृज्,हा
परिवृज्,हा
विव्रज्,हा
वीरसिंहजूदेवः,वीरसिंहजूदेवः
ओरछानगरम्,ओरछानगरम्
जलस्रोतः,जलस्रोतः
वैगानदी,वैगानदी
गोपुरम्,गोपुरम्
मध्यकालीन,मध्यकालीन
गोमुखम्,गोमुखम्
गोमुखासनम्,गोमुखम्
गोमुखम्,गोमुखम्
गोमुखः,गोमुखम्
गोमुखी,गोमुखी
कोरीदुर्गः,कोरीदुर्गः
कोराईदुर्गः,कोरीदुर्गः
खिद्रापुरम्,खिद्रापुरम्
जन्ममरणम्,जन्ममरणम्
पैरोटेटवर्यः,पैरोटेटवर्यः
दक्षिणोत्तरध्रुवीयक्षेत्रम्,दक्षिणोत्तरध्रुवीयक्षेत्रम्
नौकायनम्,नौकायनम्
दक्षिणध्रुवीयक्षेत्रम्,दक्षिणध्रुवीयक्षेत्रम्
ब्रह्मकुण्डम्,ब्रह्मकुण्डम्
अमृतमन्थनम्,अमृतमन्थनम्
खात,खात
निखात,खात
अवबाढ,खात
महालक्ष्मी,महालक्ष्मी
चिदम्बरम्,चिदम्बरम्
सार्जनाक्षिः,सार्जनाक्षिः
कृतार्थ,कृतार्थ
कृतफल,कृतार्थ
कुमारः,कुमारः
बालः,कुमारः
माणवः,कुमारः
सुदृढ,सुदृढ
दृढ,सुदृढ
अटल,सुदृढ
अस्खलित,सुदृढ
कीकस,सुदृढ
ध्रुव,सुदृढ
निष्ठित,सुदृढ
शूर्ण,सुदृढ
सम्बाळ्ह,सुदृढ
कलाप्रेमी,कलाप्रेमी
कोपेश्वरः,कोपेश्वरः
आकुञ्च्,आकुञ्च्
आञ्च्,आकुञ्च्
अञ्च्,आकुञ्च्
धूर्व्,आकुञ्च्
नयनरम्य,नयनरम्य
नयनाभिराम,नयनरम्य
नेत्रसुख,नयनरम्य
इस्ताम्बुलः,इस्ताम्बुलः
इस्ताम्बुलनगरम्,इस्ताम्बुलः
कीचकः,कीचकः
भीमकुण्डः,भीमकुण्डः
वनपुष्पम्,वनपुष्पम्
स्थूणा,स्थूणा
स्थाणुः,स्थूणा
स्थाणु,स्थूणा
ध्रुवः,स्थूणा
शङ्कुः,स्थूणा
सस्थूणच्छिन्नः,स्थूणा
आव्रश्चनः,स्थूणा
सूर्यकिरणः,सूर्यकिरणः
सूर्यरश्मिः,सूर्यकिरणः
सूर्यमयूखः,सूर्यकिरणः
सूर्यकरः,सूर्यकिरणः
सूर्यांशुः,सूर्यकिरणः
अर्ककरः,सूर्यकिरणः
गभस्तिः,सूर्यकिरणः
तपनकरः,सूर्यकिरणः
रविकिरणः,सूर्यकिरणः
सूर्यपादः,सूर्यकिरणः
हेतिः,सूर्यकिरणः
घनदुर्गः,घनदुर्गः
तेलबैलाः,तेलबैलाः
सालतरः,सालतरः
अयोनिज,अयोनिज
हरिश्चन्द्रेश्वरः,हरिश्चन्द्रेश्वरः
पुरन्दरदुर्गः,पुरन्दरदुर्गः
शिवगिरिः,शिवगिरिः
सेमाडोहः,सेमाडोहः
सेवाश्रमः,सेवाश्रमः
अयःशूलम्,अयःशूलम्
ताशकन्दः,ताशकन्दः
ताशकन्दनगरम्,ताशकन्दः
आघातवर्घनीय,आघातवर्घनीय
मुरारबाजीः,मुरारबाजीः
ब्रह्मगिरिः,ब्रह्मगिरिः
विष्णुगिरिः,विष्णुगिरिः
एस्किमोजनाः,एस्किमोजनाः
कालभैरवः,कालभैरवः
निगमः,निगमः
समूहः,निगमः
संस्था,निगमः
अलङ्कापुरी,अलङ्कापुरी
भूरचना,भूरचना
प्रस्तरारोहणम्,प्रस्तरारोहणम्
आत्मघ्नः,आत्मघ्नः
आत्मघाती,आत्मघ्नः
आत्महा,आत्मघ्नः
आत्मघातकः,आत्मघ्नः
आत्मत्यागी,आत्मघ्नः
आत्मध्रुक्,आत्मघ्नः
जीवितत्यागी,आत्मघ्नः
अवास्तव्य,अवास्तव्य
अस्तव्य,अवास्तव्य
अवासयोग्य,अवास्तव्य
पण्ढरपुरम्,पण्ढरपुरम्
आरब्ध,आरब्ध
आत्त,आरब्ध
उपात्त,आरब्ध
प्रकृत,आरब्ध
प्रक्रान्त,आरब्ध
समुपारब्ध,आरब्ध
समुद्यत,आरब्ध
प्रस्तुत,आरब्ध
प्रतिपन्न,आरब्ध
पूतदक्षः,पूतदक्षः
पृथिवीजयः,पृथिवीजयः
पृथिवीतीर्थः,पृथिवीतीर्थः
पृथ्वी,पृथ्वी
पृषदश्वः,पृषदश्वः
विरूपाक्षः,विरूपाक्षः
विरूपाक्षः,विरूपाक्षः
विरूढकः,विरूढकः
विवाहनीय,विवाहनीय
विवाह्य,विवाहनीय
वेद्य,विवाहनीय
विश्वधारा,विश्वधारा
विश्वधेनुः,विश्वधेनुः
विश्वभुजा,विश्वभुजा
विश्वज्योतिः,विश्वज्योतिः
विश्वगन्धिः,विश्वगन्धिः
विश्वगः,विश्वगः
विश्वगर्भः,विश्वगर्भः
यज्ञवेदिः,यज्ञवेदिः
यज्ञवेदी,यज्ञवेदिः
आवासनिर्माणिक,आवासनिर्माणिक
श्लेषपट्टः,श्लेषपट्टः
निवेशः,निवेशः
अवशिष्टम्,अवशिष्टम्
शेषः,अवशिष्टम्
अवशेषः,अवशिष्टम्
शिष्टम्,अवशिष्टम्
उच्छिष्टम्,अवशिष्टम्
परिशिष्टम्,अवशिष्टम्
सदनिका,सदनिका
स्थितिस्थापकविशिष्ट,स्थितिस्थापकविशिष्ट
वेतसगुणक,स्थितिस्थापकविशिष्ट
पद्ममाली,पद्ममाली
पद्मनाभः,पद्मनाभः
दीनता,दीनता
कारुण्यम्,दीनता
दयायोग्यता,दीनता
करुणायोग्यता,दीनता
अनुकम्प्यता,दीनता
दयाजनकत्वम्,दीनता
करुणोत्पादकत्वम्,दीनता
हरिहरेश्वरः,हरिहरेश्वरः
शिल्पकला,शिल्पकला
हस्तघटी,हस्तघटी
शिक्षितः,शिक्षितः
साक्षरः,शिक्षितः
गम्यमान,गम्यमान
चरन्,गम्यमान
चलन्,गम्यमान
क्रामन्,गम्यमान
सरन्,गम्यमान
गामीन्,गम्यमान
कुण्,कुण्
कुन्,कुण्
मत्ता,मत्ता
वाजिवाहनम्,वाजिवाहनम्
वाजिशिराः,वाजिशिराः
वाजप्यः,वाजप्यः
ऋज्राश्वः,ऋज्राश्वः
विश्वसामन्,विश्वसामन्
द्युम्नः,द्युम्नः
अग्निपावकः,अग्निपावकः
प्रतिप्रभः,प्रतिप्रभः
कृच्छ्रश्वसनम्,कृच्छ्रश्वसनम्
बहिर्षिः,बहिर्षिः
शीताय्,शीताय्
रसराजः,रसराजः
रसाञ्जनम्,रसराजः
रसगर्भम्,रसराजः
तार्क्ष्यशैलम्,रसराजः
रसोद्भूतम्,रसराजः
रसाग्रजम्,रसराजः
कृतकम्,रसराजः
बालभैषजम्,रसराजः
दार्वीक्वाथोद्भवम्,रसराजः
वर्याञ्जनम्,रसराजः
रसनार्भम्,रसराजः
अग्निसारम्,रसराजः
त्र्यारुणः,त्र्यारुणः
लेपकारकर्म,लेपकारकर्म
राजीवगणः,राजीवगणः
रामा,रामा
चक्षुः,चक्षुः
विदर्भिः,विदर्भिः
विचारुः,विचारुः
विजयन्ती,विजयन्ती
मत्तमयूरम्,मत्तमयूरम्
विचक्रः,विचक्रः
मत्तमातङगलीलाकरः,मत्तमातङगलीलाकरः
नन्दरागः,नन्दरागः
नन्दः,नन्दः
नन्दा,नन्दा
नन्दा,नन्दा
नार्मरः,नार्मरः
नारीष्ठः,नारीष्ठः
रेवा,रेवा
निशिपालः,निशिपालः
मालती,मालती
मतङ्गः,मतङ्गः
मतपेटिका,मतपेटिका
मतपत्रपेटिका,मतपेटिका
मणिमञ्जरी,मणिमञ्जरी
सान्द्रमणिः,सान्द्रमणिः
संवर्तकः,संवर्तकः
पर्यस्तमूल्यम्,पर्यस्तमूल्यम्
आस्तारमूल्यम्,पर्यस्तमूल्यम्
प्रस्तारमूल्यम्,पर्यस्तमूल्यम्
आस्तरणम्,आस्तरणम्
आस्तरः,आस्तरणम्
विक्रयकरः,विक्रयकरः
विक्रयशुल्कम्,विक्रयकरः
शीर्य,शीर्य
सादयितव्य,शीर्य
शीर्त,शीर्य
विपाद्य,शीर्य
विपादितव्य,शीर्य
विपादनिय,शीर्य
खण्ड्य,शीर्य
खण्डनीयः,शीर्य
विलुप्य,शीर्य
नन्दः,नन्दः
नन्दः,नन्दः
ध्रुवरत्ना,ध्रुवरत्ना
ध्रुवा,ध्रुवा
ध्रुवनन्दः,ध्रुवनन्दः
वीणावती,वीणावती
वीतभीतः,वीतभीतः
वीणादण्डः,वीणादण्डः
धवलश्रीः,धवलश्रीः
करेणुवर्यः,करेणुवर्यः
गिरिमानः,करेणुवर्यः
द्विरदपतिः,करेणुवर्यः
खड्गः,खड्गः
कृपाणः,खड्गः
आरी,खड्गः
कृपाणकः,खड्गः
अक्षरः,खड्गः
अस्त्रम्,खड्गः
करवीरः,खड्गः
करवीरकः,खड्गः
करण्डः,खड्गः
करालः,खड्गः
करालिकः,खड्गः
वक्रः,वक्रः
नृमेधः,नृमेधः
वनी,वनी
वनेचरः,वनी
गविष्ठरः,गविष्ठरः
बहिर्गमनम्,बहिर्गमनम्
नरः,नरः
पणबः,पणबः
जिज्ञासुः,जिज्ञासुः
वंशस्थम्,वंशस्थम्
,
वंशमय,वंशमय
वकी,वकी
वंशी,वंशी
काकोली,काकोली
मधुरा,काकोली
काकी,काकोली
कालिका,काकोली
वायसोली,काकोली
क्षीरा,काकोली
ध्मांक्षिका,काकोली
वीरा,काकोली
शुक्ला,काकोली
धीरा,काकोली
मेदुरा,काकोली
ध्मांक्षोली,काकोली
स्वादुमांसी,काकोली
वयःस्था,काकोली
जीवनी,काकोली
शुक्लक्षीरा,काकोली
पयस्विनी,काकोली
पयस्या,काकोली
शीतपाकी,काकोली
क्षतिमत्,क्षतिमत्
क्षतः,क्षतिमत्
परिक्षतः,क्षतिमत्
क्षती,क्षतिमत्
निविद्धः,क्षतिमत्
व्रणितः,क्षतिमत्
विद्धः,क्षतिमत्
अनुविद्धः,क्षतिमत्
अभिविद्धः,क्षतिमत्
प्रतिविद्धः,क्षतिमत्
अभिघातितः,क्षतिमत्
अभ्याहतः,क्षतिमत्
निर्विद्धः,क्षतिमत्
अरुष्कृतः,क्षतिमत्
अरुः,क्षतिमत्
आतृण्णः,क्षतिमत्
आविद्धः,क्षतिमत्
आह्रुतः,क्षतिमत्
रिष्टः,क्षतिमत्
रिष्टदेहः,क्षतिमत्
व्रणभृत्,क्षतिमत्
व्रणभृद्,क्षतिमत्
व्रणयुक्तः,क्षतिमत्
व्रणवान्,क्षतिमत्
समर्ण्णः,क्षतिमत्
सव्याहृतिव्रणः,क्षतिमत्
शीर्षत्राणम्,शीर्षत्राणम्
शीर्षण्यम्,शीर्षत्राणम्
बृहती,बृहती
बृहती,बृहती
बिडालाक्षी,बिडालाक्षी
बालपाश्या,बालपाश्या
पदविका,पदविका
विष्णुः,विष्णुः
विष्टराश्रः,विष्टराश्रः
पाण्डरः,पाण्डरः
श्वेतगजः,श्वेतगजः
श्वेतकुञ्जरः,श्वेतगजः
पाण्डुः,श्वेतगजः
पाण्डुनागः,श्वेतगजः
पदपङ्क्तिः,पदपङ्क्तिः
पुरुहन्,पुरुहन्
प्रतिक्षत्रः,प्रतिक्षत्रः
मोटकी,मोटकी
खरारिः,खरारिः
स्त्रैणता,स्त्रैणता
स्त्रैणत्वम्,स्त्रैणता
स्त्रीवासः,स्त्रीवासः
स्त्रीगवी,स्त्रीगवी
धेनुः,स्त्रीगवी
तुम्बा,स्त्रीगवी
निलिम्पा,स्त्रीगवी
रोहिणी,स्त्रीगवी
पयस्विनी,स्त्रीगवी
पूजा,पूजा
पूजनम्,पूजा
अर्चनम्,पूजा
पूजय,पूजय
अभिपूजय,पूजय
सम्पूजय,पूजय
प्रपूजय,पूजय
परिपूजय,पूजय
आराधय,पूजय
आसेवय,पूजय
पर्युपासय,पूजय
सेवय,पूजय
उपसेवय,पूजय
उपासय,पूजय
भाजय,पूजय
अञ्चय,पूजय
माहय,पूजय
मोटनकः,मोटनकः
शूद्रा,शूद्रा
शूद्राणी,शूद्राणी
शूद्रकः,शूद्रकः
कुरुस्ततः,कुरुस्ततः
शृङ्गः,शृङ्गः
गृत्समदः,गृत्समदः
वर्तरूकः,वर्तरूकः
विषाणकः,विषाणकः
महागौरीनदी,महागौरीनदी
महागौरी,महागौरीनदी
वर्धमानः,वर्धमानः
महाकन्यः,महाकन्यः
महाकपालः,महाकपालः
धानतवर्तः,धानतवर्तः
व्याघ्रपात्,व्याघ्रपात्
देवलः,देवलः
महागिरिः,महागिरिः
धरा,धरा
धनुर्युद्धम्,धनुर्युद्धम्
आवत्सारक्षः,आवत्सारक्षः
भण्डितः,भण्डितः
धनुष्कम्,धनुष्कम्
धनुर्ग्रहः,धनुर्ग्रहः
धनुषाक्षः,धनुषाक्षः
धनुर्धरः,धनुर्धरः
धत्तानन्दः,धत्तानन्दः
धत्ताः,धत्ताः
व्यभिचारिणी,व्यभिचारिणी
जारभरा,व्यभिचारिणी
लञ्जा,व्यभिचारिणी
निर्जनता,निर्जनता
निर्जनत्वम्,निर्जनता
विजनता,निर्जनता
विजनत्वम्,निर्जनता
द्युतानः,द्युतानः
प्रतिभानुः,प्रतिभानुः
सुपर्णः,सुपर्णः
अप्रतिरथः,अप्रतिरथः
मध्या,मध्या
सुहस्त्यः,सुहस्त्यः
पणिः,पणिः
मधुवाहिनी,मधुवाहिनी
मधुस्यन्दः,मधुस्यन्दः
रुरुः,रुरुः
रुशङ्गुः,रुशङ्गुः
रातहव्यः,रातहव्यः
यक्ष्मनाशनः,यक्ष्मनाशनः
रूपक्रान्ता,रूपक्रान्ता
देवापिः,देवापिः
अवस्युः,अवस्युः
साधारणी,साधारणी
उरुचक्रिः,उरुचक्रिः
उरूक्षयः,उरूक्षयः
सुवेदः,सुवेदः
शतप्रभेदनः,शतप्रभेदनः
भिशकः,भिशकः
क्लमलः,क्लमलः
सवनः,सवनः
सार्पराज्ञिः,सार्पराज्ञिः
पूर्णाशा,पूर्णाशा
ब्रह्मतिथिः,ब्रह्मतिथिः
असन्गः,असन्गः
दुवस्युः,दुवस्युः
सुदामा,सुदामा
सुदर्शना,सुदर्शना
निपतिथिः,निपतिथिः
पायुः,पायुः
विश्वमनाः,विश्वमनाः
शंयुः,शंयुः
अश्वसूक्तिः,अश्वसूक्तिः
शशकर्णः,शशकर्णः
यवापमरुत्,यवापमरुत्
हंसगतिः,हंसगतिः
चक्रासनम्,चक्रासनम्
पर्पम्,चक्रासनम्
ह्वेनसाङ्गः,ह्वेनसाङ्गः
ह्मवेनसाङ्गः,ह्वेनसाङ्गः
फाहियानः,फाहियानः
वसुमनाः,वसुमनाः
नृगः,नृगः
वसुः,वसुः
वसन्तमारुः,वसन्तमारुः
अभिवर्तः,अभिवर्तः
शर्यातिः,शर्यातिः
बाला,बाला
वसन्ततिलका,वसन्ततिलका
अघमर्षणः,अघमर्षणः
श्येनः,श्येनः
अरिष्टनेमी,अरिष्टनेमी
उपस्तुतः,उपस्तुतः
रक्षोहा,रक्षोहा
नाभागः,नाभागः
देवातिथिः,देवातिथिः
वत्सः,वत्सः
सुचारुः,सुचारुः
सुघोषः,सुघोषः
सुखेलकः,सुखेलकः
सुखमाः,सुखमाः
हलमुखी,हलमुखी
हिस्पानीवर्गः,हिस्पानीवर्गः
हस्तिनापुरम्,हस्तिनापुरम्
नागाह्वः,हस्तिनापुरम्
हास्तिनम्,हस्तिनापुरम्
गजाह्वयम्,हस्तिनापुरम्
गजाह्वम्,हस्तिनापुरम्
गजसाह्वयम्,हस्तिनापुरम्
हस्तिनीपुरम्,हस्तिनापुरम्
हंसः,हंसः
सुरथानदी,सुरथानदी
सुरथा,सुरथानदी
सुमेरुः,सुमेरुः
अनुकर्ता,अनुकर्ता
लिपिकारः,लिपिकारः
लेखकः,लिपिकारः
वोरकः,लिपिकारः
अक्षरचणः,लिपिकारः
अक्षरचञ्चुः,लिपिकारः
सुयष्टव्यः,सुयष्टव्यः
सुरजा,सुरजा
सुरजानदी,सुरजा
सुकृतिः,सुकृतिः
सुखः,सुखः
गन्धर्वी,गन्धर्वी
सुमनायनः,सुमनायनः
सुमनास्यः,सुमनास्यः
सुमङ्गा,सुमङ्गा
सुमङ्गानदी,सुमङ्गा
सुमतिः,सुमतिः
सुमित्रा,सुमित्रा
सुयज्ञः,सुयज्ञः
सुयज्ञः,सुयज्ञः
अजन्ताः,अजन्ताः
गर्भवती,गर्भवती
अन्तःसत्त्वा,गर्भवती
आपन्नसत्त्वा,गर्भवती
आप्तगर्भा,गर्भवती
उदरिणी,गर्भवती
गुर्विणी,गर्भवती
दौर्हृदिनी,गर्भवती
सगर्भा,गर्भवती
ससत्त्वा,गर्भवती
दोहदवती,गर्भवती
गुर्वी,गर्भवती
सुकुमारः,सुकुमारः
सीता,सीता
सुमालिनी,सुमालिनी
सुमानिका,सुमानिका
सुभवः,सुभवः
सुभगदत्तः,सुभगदत्तः
सुबलः,सुबलः
सुभद्रिका,सुभद्रिका
सुनाभः,सुनाभः
सुप्रभः,सुप्रभः
सुप्रभाता,सुप्रभाता
सुप्रभातानदी,सुप्रभाता
सुबलः,सुबलः
सुबलः,सुबलः
सुप्रसादः,सुप्रसादः
सुबन्धुः,सुबन्धुः
सुप्रयोगा,सुप्रयोगा
सुप्रयोगानदी,सुप्रयोगा
सुनन्दिनी,सुनन्दिनी
सुदिवातन्तिः,सुदिवातन्तिः
सुधृतिः,सुधृतिः
सुधनुः,सुधनुः
नरः,नरः
द्विमीढः,द्विमीढः
द्व्याक्षायणः,द्व्याक्षायणः
नगनिका,नगनिका
नभगः,नभगः
नरः,नरः
द्रोणम्,द्रोणम्
द्रोणिः,द्रोणिः
द्रौपदेयः,द्रौपदेयः
हस्ती,हस्ती
द्रोणसः,द्रोणसः
द्रुतपदम्,द्रुतपदम्
द्रुह्युः,द्रुह्युः
महाप्रभा,महाप्रभा
महाप्रभानदी,महाप्रभा
महाशक्तिः,महाशक्तिः
महास्वनः,महास्वनः
महासुरः,महासुरः
मनमोहनः,मनमोहनः
मध्यमात्रेयः,मध्यमात्रेयः
तारावती,तारावती
तीर्णा,तीर्णा
चन्द्रशेखरः,चन्द्रशेखरः
युधाजित्,युधाजित्
यमौ,यमौ
यमकौ,यमौ
यमः,यमौ
यमा,यमौ
यमम्,यमौ
यमकः,यमौ
यमका,यमौ
यमकम्,यमौ
यमलः,यमौ
यमला,यमौ
यमलम्,यमौ
द्वन्द्वम्,यमौ
युगलम्,यमौ
युगम्,यमौ
यामलम्,यमौ
युद्धमुष्टिः,युद्धमुष्टिः
युद्धाजिः,युद्धाजिः
युधाजिः,युद्धाजिः
दुर्धरः,दुर्धरः
दुर्मिलका,दुर्मिलका
दुराधनः,दुराधनः
दुराधरः,दुराधरः
दुर्दर्शनः,दुर्दर्शनः
दुर्मर्षणः,दुर्मर्षणः
दुर्धर्षः,दुर्धर्षः
दुर्धर्षः,दुर्धर्षः
दुर्दमः,दुर्दमः
दुर्धरः,दुर्धरः
दुर्धरः,दुर्धरः
दिक्षाचक्षुः,दिक्षाचक्षुः
दीर्घलोचनः,दीर्घलोचनः
दीर्घलोचनः,दीर्घलोचनः
दीर्घश्रवाः,दीर्घश्रवाः
दीर्घास्यः,दीर्घास्यः
चित्रा,चित्रा
त्वक्षय,त्वक्षय
निस्त्वचीकारय,त्वक्षय
त्वक्ष्,त्वक्ष्
निस्त्वचीकृ,त्वक्ष्
भ्रमरविलासिता,भ्रमरविलासिता
सजुता,सजुता
वनकोकिलम्,वनकोकिलम्
वध्यदिण्डिमः,वध्यदिण्डिमः
वधदिण्डिमम्,वध्यदिण्डिमः
वदान्य,वदान्य
वत्सतन्ती,वत्सतन्ती
वत्सतन्त्रिः,वत्सतन्ती
वात्सल्यता,वात्सल्यता
वात्सल्यत्वम्,वात्सल्यता
बाष्कलः,बाष्कलः
बाष्कलः,बाष्कलः
ब्रह्ममेध्या,ब्रह्ममेध्या
ब्रह्ममेध्यानदी,ब्रह्ममेध्या
परोष्णी,परोष्णी
पर्णाटकः,पर्णाटकः
पर्वणः,पर्वणः
पर्वतः,पर्वतः
पर्वतः,पर्वतः
भुरुण्डः,भुरुण्डः
भुशुण्डिः,भुशुण्डिः
भूता,भूता
भूमिसेनः,भूमिसेनः
छिद्रकः,छिद्रकः
छेदकः,छिद्रकः
छेद्य,छेद्य
छेदनीय,छेद्य
जङ्घारिः,जङ्घारिः
जम्बूमत्,जम्बूमत्
जिह्वापः,जिह्वापः
रसापायी,जिह्वापः
वसूजः,वसूजः
वसुमती,वसुमती
वसुक्रः,वसुक्रः
वसुकर्णः,वसुकर्णः
वसुकृत्,वसुकृत्
वसातिः,वसातिः
वसातिः,वसातिः
वसुवाहः,वसुवाहः
वसुदा,वसुदा
पशुपक्षिणः,पशुपक्षिणः
जागरुकता,जागरुकता
सावधानता,जागरुकता
बहुभाषिक,बहुभाषिक
सान्द्रमुद्रिका,सान्द्रमुद्रिका
भाचक्रम्,सान्द्रमुद्रिका
निश्चिरा,निश्चिरा
निश्चिरानदी,निश्चिरा
निषधावती,निषधावती
निषधावतीनदी,निषधावती
नीलस्वरूपम्,नीलस्वरूपम्
नीलाञ्जसा,नीलाञ्जसा
अयनम्,अयनम्
चैकितः,चैकितः
उद्धतम्,उद्धतम्
ग्रावा,ग्रावा
धारा,धारा
लता,धारा
पलाशम्,धारा
फलम्,धारा
उद्यापनम्,उद्यापनम्
औषधविक्रेता,औषधविक्रेता
अङ्गामीजातिः,अङ्गामीजातिः
तृणकर्णः,तृणकर्णः
अङ्गच्छेदनम्,अङ्गच्छेदनम्
दीर्घ,दीर्घ
मीना,मीना
ज्योतिःशास्त्रम्,ज्योतिःशास्त्रम्
मीनाण्डी,मीनाण्डी
मच्छिन्द्रनाथः,मच्छिन्द्रनाथः
मीननाथः,मच्छिन्द्रनाथः
साक्षात्कारः,साक्षात्कारः
समास्या,साक्षात्कारः
अन्योन्यदर्शनम्,साक्षात्कारः
भागी,भागी
श्रुतविद्,श्रुतविद्
श्रुतवित्,श्रुतविद्
साध्वसः,साध्वसः
वीतहव्यः,वीतहव्यः
गोषूक्तिः,गोषूक्तिः
सौभारिः,सौभारिः
ऋजिस्वा,ऋजिस्वा
रोचिसाः,रोचिसाः
श्यावस्वः,श्यावस्वः
पञ्चशिखः,पञ्चशिखः
नराजम्,नराजम्
श्वभ्रः,श्वभ्रः
हंसी,हंसी
चक्राङ्गी,हंसी
वरटा,हंसी
चक्राकी,हंसी
सरःकाकी,हंसी
हंसिका,हंसी
वारला,हंसी
हंसयोषित्,हंसी
वरला,हंसी
मराली,हंसी
मञ्जुगमना,हंसी
मृदुगामिनी,हंसी
तोलनीय,तोलनीय
हंसालिः,हंसालिः
तोलनम्,तोलनम्
ऊर्ध्वग्रीवः,ऊर्ध्वग्रीवः
गोपपाणिः,गोपपाणिः
द्विविद्,द्विविद्
विश्ववरः,विश्ववरः
साम्बमित्रः,साम्बमित्रः
मुष्टिकः,मुष्टिकः
तृणावर्तः,तृणावर्तः
धेनुकः,धेनुकः
सुतम्भरा,सुतम्भरा
गतुः,गतुः
द्युम्निकः,द्युम्निकः
संवरणः,संवरणः
नहुषः,नहुषः
बभ्रुः,बभ्रुः
पुरुमिल्लः,पुरुमिल्लः
ऋषभः,ऋषभः
उत्कलः,उत्कलः
देवव्रतः,देवव्रतः
त्रसदस्युः,त्रसदस्युः
महायानः,महायानः
मार्जारी,मार्जारी
बिडाला,मार्जारी
महाशीर्षः,महाशीर्षः
महाशीलः,महाशीलः
द्वादशकरः,द्वादशकरः
द्वादशकरः,द्वादशकरः
पम्पासरः,पम्पासरः
पम्पाः,पम्पासरः
पटवाद्यम्,पटवाद्यम्
मर्कः,मर्कः
सोमहूतिः,सोमहूतिः
कूर्मः,कूर्मः
अवस्यः,अवस्यः
गृत्समदः,गृत्समदः
परुच्छेयः,परुच्छेयः
रोमेशः,रोमेशः
भावायव्यः,भावायव्यः
कक्षीवान्,कक्षीवान्
सव्यः,सव्यः
नोधाः,नोधाः
हिरण्यस्तूपः,हिरण्यस्तूपः
प्रस्कण्वः,प्रस्कण्वः
षण्डः,षण्डः
सुदीतिः,सुदीतिः
मधुच्छन्दाः,मधुच्छन्दाः
जेतः,जेतः
महागङ्गा,महागङ्गा
महागङ्गानदी,महागङ्गा
महामांसम्,महामांसम्
मन्दाकिनी,मन्दाकिनी
मन्दाक्रान्ता,मन्दाक्रान्ता
मन्युदेवः,मन्युदेवः
मैत्रायणः,मैत्रायणः
मन्दीरः,मन्दीरः
मन्दिरः,मन्दिरः
मकुरः,मकुरः
मुकुरः,मकुरः
मन्थानः,मन्थानः
मन्थकः,मन्थकः
मन्थरा,मन्थरा
मन्थानः,मन्थानः
मन्थानकः,मन्थानकः
हरितः,मन्थानकः
दृढमूलः,मन्थानकः
सम्मार्जनम्,सम्मार्जनम्
परिमार्जनम्,सम्मार्जनम्
मन्थरुः,मन्थरुः
कुठेरुः,मन्थरुः
मङ्गलग्रहः,मङ्गलग्रहः
मङ्गलप्रस्थः,मङ्गलप्रस्थः
मङ्गलवाद्यम्,मङ्गलवाद्यम्
मङ्गल्यम्,मङ्गल्यम्
मञ्चकासुरः,मञ्चकासुरः
मञ्जरित,मञ्जरित
मङ्कलकः,मङ्कलकः
मङ्कलकः,मङ्कलकः
मङ्क्षणम्,मङ्क्षणम्
मङ्गलगीतम्,मङ्गलगीतम्
मङ्गलक्षौमम्,मङ्गलक्षौमम्
सुच्छाया,सुच्छाया
रिपुञ्जयः,रिपुञ्जयः
अन्तर्धी,अन्तर्धी
पातिः,पातिः
शिखण्डिनी,शिखण्डिनी
वैरिणी,वैरिणी
भव्यः,भव्यः
श्लिष्टः,श्लिष्टः
इन्द्रसावर्णिः,इन्द्रसावर्णिः
शुचिरिन्द्रः,इन्द्रसावर्णिः
वीरः,वीरः
प्रियव्रतः,प्रियव्रतः
काम्या,काम्या
रौच्यः,रौच्यः
रुद्रसावर्णिः,रुद्रसावर्णिः
दीप्तकेतुः,दीप्तकेतुः
धर्मसावर्णिः,धर्मसावर्णिः
दक्षसावर्णिः,दक्षसावर्णिः
ब्रह्मसावर्णिः,ब्रह्मसावर्णिः
चक्षुषः,चक्षुषः
रिपुः,रिपुः
रविनन्दनः,रविनन्दनः
चाक्षुषः,चाक्षुषः
युक्तः,युक्तः
रैवतः,रैवतः
धन्वी,धन्वी
तामसः,तामसः
उत्तमः,उत्तमः
नभस्यः,नभस्यः
गन्धमादनः,गन्धमादनः
अतिकायः,अतिकायः
नरान्तकः,नरान्तकः
निमिः,निमिः
देवरातः,देवरातः
चन्द्रभानुः,चन्द्रभानुः
स्वायम्भुवः,स्वायम्भुवः
स्वरोचिषः,स्वरोचिषः
युधाजित्,युधाजित्
विरोचना,विरोचना
उत्कचः,उत्कचः
उपसुन्दः,उपसुन्दः
कलिङ्गः,कलिङ्गः
गवेष्ठी,गवेष्ठी
पुण्ड्रः,पुण्ड्रः
भीमकः,भीमकः
रैवतः,रैवतः
रैवतः,रैवतः
वल्लवः,वल्लवः
विवस्वान्,विवस्वान्
व्यंसः,व्यंसः
संह्लादः,संह्लादः
साल्वः,साल्वः
सुबाहुः,सुबाहुः
शतजीविन्,शतजीविन्
