Word,Lemma
वृश्चनः,वृश्चिकः
द्रुणः,वृश्चिकः
पृदाकुः,वृश्चिकः
अरूणः,वृश्चिकः
अली,वृश्चिकः
वृश्चिकाली,वृश्चिकाली
वृश्चिपत्री,वृश्चिकाली
विषघ्नी,वृश्चिकाली
नागदन्तिका,वृश्चिकाली
सर्पदंशष्ट्रा,वृश्चिकाली
अमरा,वृश्चिकाली
काली,वृश्चिकाली
उष्ट्रधूसरपुच्छिका,वृश्चिकाली
विषाणी,वृश्चिकाली
नेत्ररोगहा,वृश्चिकाली
उष्ट्रिका,वृश्चिकाली
अलिपर्णी,वृश्चिकाली
दक्षिणावर्तकी,वृश्चिकाली
कालिका,वृश्चिकाली
आगमावर्ता,वृश्चिकाली
देवलाङ्गूलिका,वृश्चिकाली
करभी,वृश्चिकाली
भूरीदुग्धा,वृश्चिकाली
कर्कशा,वृश्चिकाली
स्वर्णदा,वृश्चिकाली
युग्मफला,वृश्चिकाली
क्षीरविषाणिका,वृश्चिकाली
भासुरपुष्पा,वृश्चिकाली
वज्रम्,वज्रम्
कुलिशम्,वज्रम्
भदुरम्,वज्रम्
पविः,वज्रम्
शतकोटिः,वज्रम्
स्वरुः,वज्रम्
शम्बः,वज्रम्
दम्भोलिः,वज्रम्
अशनिः,वज्रम्
कुलीशम्,वज्रम्
भिदिरम्,वज्रम्
भिदुः,वज्रम्
स्वरुस्,वज्रम्
सम्बः,वज्रम्
संवः,वज्रम्
अशनी,वज्रम्
वज्रांशनिः,वज्रम्
जम्भारिः,वज्रम्
त्रिदशायुधम्,वज्रम्
शतधारम्,वज्रम्
शतारम्,वज्रम्
आपोत्रम्,वज्रम्
अक्षजम्,वज्रम्
गिरिकण्टकः,वज्रम्
गौः,वज्रम्
अभ्रोत्थम्,वज्रम्
मेघभूतिः,वज्रम्
गिरिज्वरः,वज्रम्
जाम्बविः,वज्रम्
दम्भः,वज्रम्
भिद्रः,वज्रम्
अम्बुजम्,वज्रम्
ह्लादिनी,वज्रम्
दिद्युत्,वज्रम्
नेमिः,वज्रम्
हेतिः,वज्रम्
नमः. सृकः,वज्रम्
वृकः,वज्रम्
वधः,वज्रम्
अर्कः,वज्रम्
कुतसः,वज्रम्
कुलिशः,वज्रम्
तुजः,वज्रम्
तिग्मम्,वज्रम्
मेनिः,वज्रम्
स्वधितिः सायकः,वज्रम्
परशुः,वज्रम्
ब्राह्मी,ब्राह्मी
सोमलता,ब्राह्मी
सरस्वती,ब्राह्मी
सौम्या,ब्राह्मी
सुरश्रेष्ठा,ब्राह्मी
शारदा,ब्राह्मी
सुवर्चला,ब्राह्मी
कपोतवगा,ब्राह्मी
वैधात्री,ब्राह्मी
दिव्यतेजाः,ब्राह्मी
महौषधी,ब्राह्मी
स्वयंभुवी,ब्राह्मी
सौम्यलता,ब्राह्मी
सुरेष्टा,ब्राह्मी
ब्रह्मकन्यका,ब्राह्मी
मणडूकमाता,ब्राह्मी
मण्डुकी,ब्राह्मी
सुरसा,ब्राह्मी
मेध्या,ब्राह्मी
वीरा,ब्राह्मी
भारती,ब्राह्मी
वरा,ब्राह्मी
परमेष्ठिनी,ब्राह्मी
दिव्या,ब्राह्मी
शारदा,ब्राह्मी
हस्तक्षेपः,हस्तक्षेपः
पीरः,पीरः
सूपकारः,सूपकारः
पचकः,सूपकारः
पाचकः,सूपकारः
पचः,सूपकारः
पचेलुकः,सूपकारः
सूदाध्यक्षः,सूपकारः
भक्ष्यकारः,सूपकारः
अन्नसंस्कर्ता,सूपकारः
भक्तकारः,सूपकारः
औदेनिकः,सूपकारः
आन्धसिकः,सूपकारः
वरयात्रिकः,वरयात्रिकः
वरयात्रा,वरयात्रा
सङ्ग्रहः,सङ्ग्रहः
गणः,सङ्ग्रहः
संवः,सङ्ग्रहः
समवायः,सङ्ग्रहः
निवहः,सङ्ग्रहः
चयः,सङ्ग्रहः
समूहः,सङ्ग्रहः
ओघः,सङ्ग्रहः
समुच्चयः,सङ्ग्रहः
समाहारः. समुदायः,सङ्ग्रहः
वृन्दम्,सङ्ग्रहः
संकलः,सङ्ग्रहः
समवहारः,सङ्ग्रहः
समाहृतिः,सङ्ग्रहः
तोमरः,तोमरः
सिकता,सिकता
वालुका,सिकता
महासूक्ष्मा,सिकता
प्रवाही,सिकता
कर्पराशः,सिकता
इष्टगन्धः,सिकता
भूतसंचारः,भूतसंचारः
भूतसञ्चारः,भूतसंचारः
भूतक्रान्तिः,भूतसंचारः
भूतविक्रिया,भूतसंचारः
भूताभिषङ्गः,भूतसंचारः
भूतावेशः,भूतसंचारः
भूतोपसर्गः,भूतसंचारः
पिशाचबाधा,भूतसंचारः
ग्रहणम्,भूतसंचारः
अभिघर्षणम्,भूतसंचारः
अभिधर्षणम्,भूतसंचारः
अवतारणम्,भूतसंचारः
आवेशनम्,भूतसंचारः
ग्रहागमः,भूतसंचारः
कर्णपाली,कर्णपाली
वाली,वाली
इन्द्रसुतः,वाली
तारापतिः,वाली
सुग्रीवाग्रजः,वाली
किशोरी,किशोरी
जनसम्पर्कः,जनसम्पर्कः
उदञ्चन,उदञ्चन
सेकपात्र,उदञ्चन
सेचन,उदञ्चन
रोमन्,रोमन्
अनलचूर्णम्,अनलचूर्णम्
वृजिनः,वृजिनः
आवृत्तिः,आवृत्तिः
पुनरावृत्तिः,आवृत्तिः
पुनरावर्तनः,आवृत्तिः
इक्षुकाण्डः,इक्षुकाण्डः
मूञ्जः,इक्षुकाण्डः
सूचना,सूचना
उपन्यासः,सूचना
उपक्षेपः,सूचना
प्रस्तावः,सूचना
मन्त्रणम्,सूचना
उपदेशः,सूचना
बुद्धिः,सूचना
पौरुषता,पौरुषता
पुंस्त्वम्,पौरुषता
पौरुषम्,पौरुषता
पुंशक्तिः,पौरुषता
पौंस्यम्,पौरुषता
पौंस्नम्,पौरुषता
ब्राह्ममुहूर्तः,ब्राह्ममुहूर्तः
ब्राह्ममुहूर्तम्,ब्राह्ममुहूर्तः
पताका,पताका
बादामः,बादामः
धृतराष्ट्रः,धृतराष्ट्रः
वृद्धिः,वृद्धिः
स्फीतिः,वृद्धिः
समृद्धिः,वृद्धिः
उपचयः,वृद्धिः
प्रचयः,वृद्धिः
आप्यायनम्,वृद्धिः
बृंहणम्,वृद्धिः
उन्नतिः,वृद्धिः
विस्तारः,वृद्धिः
आधिक्यम्,वृद्धिः
समुन्नतिः,वृद्धिः
ऋद्धिः,वृद्धिः
परिबर्हणा,वृद्धिः
परिवृद्धता,वृद्धिः
वर्धः,वृद्धिः
उच्छ्रयः,वृद्धिः
अभ्युदयः,वृद्धिः
अभिवृद्धिः,वृद्धिः
श्वश्रू,श्वश्रू
प्रसारः,प्रसारः
प्रसरः,प्रसारः
अभिवृद्धिः,प्रसारः
प्रवर्तनं,प्रसारः
विस्तारः,प्रसारः
प्रवर्धनम्,प्रसारः
यशोदा,यशोदा
प्रग्रहः,प्रग्रहः
वागा,प्रग्रहः
रश्मिः,प्रग्रहः
वल्गा,प्रग्रहः
दन्तालिका,प्रग्रहः
संयमः,प्रग्रहः
यन्त्रणम्,प्रग्रहः
निग्रहः,प्रग्रहः
वसुः,प्रग्रहः
अभीषुः,प्रग्रहः
अभीशुः,प्रग्रहः
पिप्पलम्,पिप्पलम्
विद्रोहिन्,विद्रोहिन्
श्येनः,श्येनः
क्रव्यादः,श्येनः
क्रूरः,श्येनः
आपतिकः,श्येनः
नखदारणः,श्येनः
पुङ्खः,श्येनः
प्राजिकः,श्येनः
लम्बकर्णः,श्येनः
वेगी,श्येनः
शशघातकः,श्येनः
शशघाती,श्येनः
शशघ्नी,श्येनः
स्थूलनीलः,श्येनः
पतद्भीरुः,श्येनः
सूर्यलोकः,सूर्यलोकः
बध्,बध्
दुःशासनः,दुःशासनः
पिण्डीकृ,पिण्डीकृ
आसि,आसि
बन्धय,बन्धय
प्रदर्शनकक्षः,प्रदर्शनकक्षः
प्रदर्शनकोष्ठम्,प्रदर्शनकक्षः
विक्रयकक्षः,प्रदर्शनकक्षः
योद्धृ,योद्धृ
बहुमतम्,बहुमतम्
सङ्ग्रहणीय,सङ्ग्रहणीय
सङ्ग्राह्य,सङ्ग्रहणीय
बहुसङ्ख्यता,बहुसङ्ख्यता
समापय,समापय
अवसो,समापय
संपादय,समापय
सम्पादय,समापय
निष्पादय,समापय
निर्वर्तय,समापय
अन्तः सम्पूरय,समापय
लेखनसामग्री,लेखनसामग्री
वीराङ्गना,वीराङ्गना
सबला,वीराङ्गना
साम्भरः,साम्भरः
अपदेशः,अपदेशः
व्यपदेशः,अपदेशः
छलम्,अपदेशः
मिथ्याहेतुः,अपदेशः
पर्युपासनम्,अपदेशः
साम्भरलवणम्,साम्भरलवणम्
रौमलवणम्,साम्भरलवणम्
पुनर्वासित,पुनर्वासित
पुनर्नियुक्तिः,पुनर्नियुक्तिः
कारणात्,कारणात्
बहिष्कारः,बहिष्कारः
नैकधा,नैकधा
नैकवारम्,नैकधा
नैकशः,नैकधा
बहुशः,नैकधा
बहुधा,नैकधा
अनेकधा,नैकधा
अनेकशः,नैकधा
सुबहुधा,नैकधा
अनेकवारम्,नैकधा
प्रायः,प्रायः
बहुलम्,प्रायः
वारं वारम्,प्रायः
पुनः पुनः,प्रायः
मुहुर्मुहुः,प्रायः
अनेकदा,प्रायः
अनेकवारम्,प्रायः
बहु,प्रायः
बहुवारम्,प्रायः
भूरी,प्रायः
भृशम्,प्रायः
बहुशः,प्रायः
अनेकशः,प्रायः
बहुकृत्वः,प्रायः
अनेककृत्वः,प्रायः
बहुवेलम्,प्रायः
मुहुः,प्रायः
बधिरता,बधिरता
बधिरत्व,बधिरता
बाधिर्यम्,बधिरता
कल्लत्वम्,बधिरता
एडता,बधिरता
वृष्टियुतकम्,वृष्टियुतकम्
वर्षाकालीन,वर्षाकालीन
वार्षिक,वर्षाकालीन
वार्ष्य,वर्षाकालीन
अव्यस्त,अव्यस्त
अव्यग्र,अव्यस्त
सदा,सदा
नित्यम्,सदा
सर्वदा,सदा
प्रतिक्षणम्,सदा
सर्वशः,सदा
सर्वकालम्,सदा
शश्वत्,सदा
सदम्,सदा
आप्रदिवम्,सदा
प्रदिवः,सदा
शश्वत्,सदा
सनात्,सदा
अहर्निशम्,सदा
प्रत्यहम्,सदा
नित्यम्,नित्यम्
अनिर्णीतः,अनिर्णीतः
अकृतनिश्चयः,अनिर्णीतः
पक्ष्म,पक्ष्म
हिमम्,हिमम्
हिमानी,हिमम्
हिमः,हिमः
योद्धा,योद्धा
बादामफलम्,बादामफलम्
वातामफलम्,बादामफलम्
वसन्तः,वसन्तः
पुष्पसमयः,वसन्तः
सुरभिः,वसन्तः
मधुः,वसन्तः
माधवः,वसन्तः
फल्गः,वसन्तः
ऋतुराजः,वसन्तः
पिकानन्दः,वसन्तः
कान्तः,वसन्तः
कामसखः,वसन्तः
पांसुल,पांसुल
सैकत,पांसुल
सिकतामय,पांसुल
सिकतावत्,पांसुल
सिकतिल,पांसुल
सिकतोत्तर,पांसुल
बलात्कारः,बलात्कारः
प्रमाथः,बलात्कारः
अभिभवः,बलात्कारः
हठसंभोगः,बलात्कारः
आधर्षः,बलात्कारः
स्त्रीसङ्ग्रहः,बलात्कारः
बधिर,बधिर
श्रुतिवर्जित,बधिर
विकर्ण,बधिर
कर्णहीन,बधिर
कर्णशून्य,बधिर
एड,बधिर
एडोक,बधिर
कण्व,बधिर
कल्ल,बधिर
बन्धुर,बधिर
बर्कर,बधिर
पोटलिका,पोटलिका
वेष्टनम्,वेष्टनम्
भागिनेयी,भागिनेयी
भगिनीपुत्री,भागिनेयी
भागिनेयः,भागिनेयः
स्वस्रीयः,भागिनेयः
स्वस्रियः,भागिनेयः
भगिनीपुत्रः,भागिनेयः
स्त्रावः,स्त्रावः
स्त्रावणः,स्त्रावः
आवुत्तः,आवुत्तः
भगिनीपतिः,आवुत्तः
भामहः,आवुत्तः
बलात्कारिन्,बलात्कारिन्
क्रीडाफलकः,क्रीडाफलकः
चक्रवातः,चक्रवातः
वासः,वासः
निलयः,वासः
शान्तनुः,शान्तनुः
महाभीष्मः,शान्तनुः
प्रातीपः,शान्तनुः
प्रतीपः,शान्तनुः
प्रतिपः,शान्तनुः
प्रतिदर्शः,प्रतिदर्शः
प्रतिमा,प्रतिदर्शः
प्रतिरूपम्,प्रतिदर्शः
आदर्शः,प्रतिदर्शः
भ्रान्त,भ्रान्त
पीनसः,पीनसः
प्रपौत्री,प्रपौत्री
मेघाच्छन्न,मेघाच्छन्न
मेघाच्छादित,मेघाच्छन्न
नभ्य,मेघाच्छन्न
नीरदिन्,मेघाच्छन्न
मैघ,मेघाच्छन्न
कथ्,कथ्
आख्या,कथ्
आचक्ष्,कथ्
शंस्,कथ्
अभिधा,कथ्
शुभकामना,शुभकामना
मङ्गलकामना,शुभकामना
स्नुषा,स्नुषा
पुत्रवधूः,स्नुषा
सिध्,सिध्
निर्वृत्,सिध्
संकॢप्,सिध्
क्लृप्,क्लृप्
निर्मा,क्लृप्
सृज्,क्लृप्
विधा,क्लृप्
घटय,क्लृप्
रचय,क्लृप्
विरचय,क्लृप्
उत्पादय,उत्पादय
विनिर्मा,उत्पादय
सृज्,उत्पादय
विधा,उत्पादय
कल्पय,उत्पादय
घटय,उत्पादय
विरचय,उत्पादय
रचय,उत्पादय
तक्ष्,तक्ष्
त्वक्ष्,तक्ष्
लघुशूलः,लघुशूलः
प्रग्रीवः,प्रग्रीवः
इन्द्रकोषः,प्रग्रीवः
सुखशाला,प्रग्रीवः
परि वृत्,परि वृत्
प्रतिदा,प्रतिदा
विमे,प्रतिदा
निमे,प्रतिदा
प्रतिपण्,प्रतिदा
व्यतिवृ,प्रतिदा
परिवृत्,प्रतिदा
शूलः,शूलः
शूलम्,शूलः
शल्यम्,शूलः
प्रासः,शूलः
कुन्तः,शूलः
कुन्ती,शूलः
शलाका,शूलः
कीलः,शूलः
तोमरः,शूलः
न्यग्रोधः,न्यग्रोधः
वटवृक्षः,न्यग्रोधः
वर्व्वूरः,वर्व्वूरः
रन्ध्रकण्टः,वर्व्वूरः
तीष्णकण्टकः,वर्व्वूरः
उत्तराधिकारः,उत्तराधिकारः
वन्यपशुः,वन्यपशुः
वन्यजीवः,वन्यपशुः
अन्तर्वासः,अन्तर्वासः
विवह्,विवह्
परिणी,विवह्
उपयम्,विवह्
निविश्,विवह्
परिग्रह्,विवह्
स्वीकृ,विवह्
नी,विवह्
समुदावह्,विवह्
समुद्वह्,विवह्
वैश्यः,वैश्यः
वणिकः,वैश्यः
पणिकः,वैश्यः
व्यवहर्ता,वैश्यः
ऊरव्यः,वैश्यः
ऊरुजः,वैश्यः
अर्यः,वैश्यः
भूमिस्यृक्,वैश्यः
विट्,वैश्यः
द्विजः,वैश्यः
भूमिजीवी,वैश्यः
वार्तिकः,वैश्यः
वणिग्,वणिग्
व्यञ्जनिकः,व्यञ्जनिकः
रच्,रच्
विरच्,रच्
वञ्चय,वञ्चय
मोहय,वञ्चय
विलोभय,वञ्चय
प्रलोभय,वञ्चय
संधा,संधा
संस्कृ,संधा
प्रतिकृ,संधा
समाधा,संधा
वञ्चय,वञ्चय
व्यंसय,वञ्चय
व्याजय,वञ्चय
विप्रलभ्,वञ्चय
मुच्,वञ्चय
मङ्घ्,वञ्चय
प्रलम्भय,वञ्चय
प्रतारय,वञ्चय
वि कृ,वि कृ
नक्राश्रु,नक्राश्रु
वर्ती,वर्ती
वर्तिका,वर्ती
भ्रमजालः,भ्रमजालः
प्रतिवच्,प्रतिवच्
प्रतिभाष्,प्रतिवच्
प्रतिवद्,प्रतिवच्
प्रतिब्रू,प्रतिवच्
व्याहृ,प्रतिवच्
प्रतिभण्,प्रतिवच्
प्रतिजल्प्,प्रतिवच्
नवीकृ,नवीकृ
क्षतिग्रस्त,क्षतिग्रस्त
इन्द्रियनिग्रहिन्,इन्द्रियनिग्रहिन्
संयमी,इन्द्रियनिग्रहिन्
आत्मनिग्रहिन्,इन्द्रियनिग्रहिन्
तक्षकः,तक्षकः
तक्षा,तक्षकः
सूत्रधारः,तक्षकः
त्वष्टा,तक्षकः
काष्ठतक्षकः,तक्षकः
तष्टा,तक्षकः
स्थपतिः,तक्षकः
पर्वम्,पर्वम्
क्ष्वेडितः,क्ष्वेडितः
क्ष्वेडितम्,क्ष्वेडितः
उद्घाटय,उद्घाटय
शिक्ष्,शिक्ष्
अध्यापय,शिक्ष्
व्यापृ,व्यापृ
आपृ,व्यापृ
घट्,व्यापृ
प्रचर्,व्यापृ
चर्,व्यापृ
चेष्ट्,व्यापृ
प्रवृत्,व्यापृ
सञ्ज्,व्यापृ
प्रसञ्ज्,व्यापृ
संवृत्,व्यापृ
भू,व्यापृ
वृत्,व्यापृ
स्था,व्यापृ
प्रथ्,प्रथ्
वितन्,प्रथ्
विस्तृ,प्रथ्
विस्तॄ,प्रथ्
प्रसृ,प्रथ्
विसृ,प्रथ्
प्रसृप्,प्रथ्
विसृप्,प्रथ्
रूपान्तरम्,रूपान्तरम्
परिवर्तः,रूपान्तरम्
विकृतिः,रूपान्तरम्
विकारः,रूपान्तरम्
परिणमनम्,रूपान्तरम्
परिणतिः,रूपान्तरम्
दीर्घ,दीर्घ
रूपान्तरित,रूपान्तरित
अग्रज,अग्रज
ज्येष्ठ,ज्येष्ठ
वडवाग्निः,वडवाग्निः
अम्लकः,अम्लकः
लकुचः,लकुचः
लिकुचः,लकुचः
डहुः,लकुचः
लकचः,लकुचः
शालः,लकुचः
कषायी,लकुचः
दृढवल्कलः,लकुचः
कार्श्यः,लकुचः
शूरः,लकुचः
स्थूलकन्धः,लकुचः
साम्यवादः,साम्यवादः
बढईजातिः,बढईजातिः
प्रसू,प्रसू
उपलः,उपलः
आघट्टकः,उपलः
घर्षणालः,उपलः
घर्षणी,उपलः
यन्त्रभागः,यन्त्रभागः
सार्थक,सार्थक
अर्थवत्,सार्थक
अर्थयुक्त,सार्थक
अर्थपूर्ण,सार्थक
चि,चि
विचि,चि
संचि,चि
सञ्चि,चि
उच्चि,चि
समुच्चि,चि
उपचि,चि
अपचि,चि
अवचि,चि
समानी,चि
संग्रह्,चि
सङ्ग्रह्,चि
समाहृ,चि
समादा,चि
संभृ,चि
सम्भृ,चि
समाक्षिप्,चि
संनिधा,चि
समुपादा,चि
पिण्डीकृ,चि
राशीकृ,चि
एकत्रीकृ,चि
परिग्रह्,चि
उपसंहृ,चि
प्रचि,चि
समाकृ,चि
समावह्,चि
अभिसमस्,चि
समूह्,चि
समीज्,चि
निचि,चि
रसः,रसः
द्रवः,रसः
सारः,रसः
निर्यासः,रसः
आसवः,रसः
वाद्यकुञ्जिका,वाद्यकुञ्जिका
शिशुः,शिशुः
स्तनन्धयः,शिशुः
स्तनपः,शिशुः
दारकः,शिशुः
डिंभः,शिशुः
क्षीरपाः,शिशुः
बालः,शिशुः
बालकः,शिशुः
शिशुः,शिशुः
पाकः,शिशुः
पोतः,शिशुः
अर्भकः,शिशुः
डिम्भः,शिशुः
पृथुकः,शिशुः
शावकः,शिशुः
शावः,शिशुः
अर्भः,शिशुः
शिशुकः,शिशुः
पोतकः,शिशुः
भिष्टकः,शिशुः
बाल्यम्,बाल्यम्
शैशवम्,बाल्यम्
शिशुत्वम्,बाल्यम्
बालकत्वम्,बाल्यम्
बालभावः,बाल्यम्
कौमारम्,बाल्यम्
शैशवकालः,बाल्यम्
बाल्यकालः,बाल्यम्
बाल्यावस्था,बाल्यम्
पितृतर्पणम्,पितृतर्पणम्
तर्पणम्,पितृतर्पणम्
बकः,बकः
द्वारबलिभुक्,बकः
कक्षेरुः,बकः
शुक्लवायसः,बकः
दीर्घजङ्घः,बकः
बकोटः,बकः
गृहबलिप्रियः,बकः
निशैतः,बकः
शिखी,बकः
चन्द्रविहङ्गमः,बकः
तीर्थसेवी,बकः
तापसः,बकः
मीनघाती,बकः
मृषाध्यायी,बकः
निश्चलाङ्गः,बकः
दाम्भिकः,बकः
ऋणशेषः,ऋणशेषः
राष्ट्रद्रोहः,राष्ट्रद्रोहः
द्रोहः,द्रोहः
अभ्युत्थानम्,द्रोहः
शेष,शेष
शिष्ट,शेष
अपभाष्,अपभाष्
प्रलप्,प्रलप्
प्रजल्प्,प्रलप्
जल्प्,जल्प्
प्रलप्,जल्प्
विलप्,जल्प्
अवशिष्ट,अवशिष्ट
उन्मद्,उन्मद्
दृप्,उन्मद्
व्यामुह्,उन्मद्
वेणुवादकः,वेणुवादकः
वेणुवादः,वेणुवादकः
वांशिकः,वेणुवादकः
वेणुध्मः,वेणुवादकः
लोहसुषिः,लोहसुषिः
बन्दी,बन्दी
स्तुतिपाठकः,बन्दी
सेवानिवृत्तिः,सेवानिवृत्तिः
प्रतिरोधः,प्रतिरोधः
वेणुः,वेणुः
वंशः,वेणुः
वेतसः,वेणुः
त्वक्सारः,वेणुः
शतपर्वा,वेणुः
मस्करः,वेणुः
तृणध्वजः,वेणुः
यवफलः,वेणुः
तेजनः,वेणुः
कर्मारः,वेणुः
फाल्गुनः,फाल्गुनः
फाल्गुनिकः,फाल्गुनः
फल्गुनः,फाल्गुनः
तपस्यः,फाल्गुनः
वत्सरान्तकः,फाल्गुनः
शलभः,शलभः
पतङ्गः,शलभः
पत्राङ्गः,शलभः
विड्जम्,विड्जम्
गोलासः,विड्जम्
त्वक्स्फोटः,त्वक्स्फोटः
आराग्रम्,आराग्रम्
फालः,फालः
कृषिकः,फालः
कृषकः,फालः
फलम्,फालः
कृषिका,फालः
फालम्,फालः
कुशिकम्,फालः
भवबन्धनम्,भवबन्धनम्
विधू,विधू
उत्क्षिप्,विधू
चालय,विधू
व्यायामशाला,व्यायामशाला
आम्रमञ्जरी,आम्रमञ्जरी
अल्पशस्,अल्पशस्
स्वर्गः,स्वर्गः
सुरलोकः,स्वर्गः
नाकः,स्वर्गः
त्रिदिवः,स्वर्गः
त्रिदशालयः,स्वर्गः
सुरलोकः,स्वर्गः
द्योः,स्वर्गः
द्यौ,स्वर्गः
त्रिविष्टपम्,स्वर्गः
मन्दरः,स्वर्गः
अवरोहः,स्वर्गः
गौः,स्वर्गः
रमतिः,स्वर्गः
फलीदयः,स्वर्गः
स्वः,स्वर्गः
अपरलोकः,स्वर्गः
अमरलोकः,स्वर्गः
इन्द्रलोकः,स्वर्गः
देवलोकः,स्वर्गः
देवनिकायः,स्वर्गः
परुः,स्वर्गः
पुरुः,स्वर्गः
षः,स्वर्गः
सुखाधारः,स्वर्गः
सौरिकः,स्वर्गः
हः,स्वर्गः
ब्रह्मर्षिः,ब्रह्मर्षिः
फूत्कारः,फूत्कारः
सीत्कारः,फूत्कारः
उपच्छन्दय,उपच्छन्दय
फुत्कृ,फुत्कृ
पूरय,फुत्कृ
विरुह्,विरुह्
मिद्,मिद्
स्फाय्,मिद्
प्यै,मिद्
नीव्,मिद्
शैव,शैव
क्षिप्,क्षिप्
प्रक्षिप्,क्षिप्
अस्,क्षिप्
प्रास्,क्षिप्
उपवाजय,उपवाजय
बन्दिः,बन्दिः
बन्दी,बन्दिः
कारासाथः,बन्दिः
कारागारसाथः,बन्दिः
कारागुप्तः,बन्दिः
उपग्रहः,बन्दिः
ग्रहणः,बन्दिः
कपरकी,बन्दिः
करमरी,बन्दिः
वारिः,बन्दिः
गोरङ्कुः,बन्दिः
नौकाश्रयः,नौकाश्रयः
क्षयणः,नौकाश्रयः
बङ्गलुरूनगरम्,बङ्गलुरूनगरम्
बङ्गालः,बङ्गालः
बंगः,बङ्गालः
वंग,बङ्गालः
बङ्गालीभाषा,बङ्गालीभाषा
शैव,शैव
शैवसंप्रदाय,शैव
शैवमत,शैव
धर्मनिरपेक्ष,धर्मनिरपेक्ष
वङ्गवासी,वङ्गवासी
क्षिप्,क्षिप्
मृद्,मृद्
चौतालम्,चौतालम्
प्रेषकः,प्रेषकः
प्रहर्ता,प्रेषकः
अञ्जिः,प्रेषकः
प्रेषित,प्रेषित
संप्रेषित,प्रेषित
स्तावकः,स्तावकः
पदातिः,पदातिः
वटः,पदातिः
प्रदर्शनी,प्रदर्शनी
प्रदर्शिनी,प्रदर्शनी
प्रदर्शनम्,प्रदर्शनी
कालपाशः,कालपाशः
फकीरः,फकीरः
निबन्धककार्यम्,निबन्धककार्यम्
पाशः,पाशः
वाङ्गुरा,पाशः
जालम्,पाशः
आवेष्टकः,पाशः
मुक्षीजा,पाशः
जालबन्धः,पाशः
पाशबन्धः,पाशः
पाशबन्धनम्,पाशः
ब्लेष्कः,पाशः
व्लेष्कः,पाशः
प्लिहा,प्लिहा
प्रतिनिधिः,प्रतिनिधिः
प्रेरणा,प्रेरणा
चोदना,प्रेरणा
कालनेमिः,कालनेमिः
मातुल,मातुल
वात्सल्यम्,वात्सल्यम्
प्रीतिः,प्रीतिः
कामदेवी,प्रीतिः
मङ्गलाचारम्,मङ्गलाचारम्
धर्ममाता,धर्ममाता
करिकुम्भः,करिकुम्भः
इभकुम्भः,करिकुम्भः
दुर्गपतिः,दुर्गपतिः
दुर्गपालः,दुर्गपतिः
प्रान्तीय,प्रान्तीय
प्रादेशिक,प्रान्तीय
वैष्णव,वैष्णव
रक्षकः,रक्षकः
रक्षापुरुषः,रक्षकः
स्थानपालः,रक्षकः
प्राहारिकः,रक्षकः
आरक्षकः,रक्षकः
आरक्षिकः,रक्षकः
प्रजागरः,रक्षकः
अभिमञ्चित,अभिमञ्चित
बिभीषणः,बिभीषणः
प्रस्तावित,प्रस्तावित
मघा,मघा
विवाहप्रस्तावः,विवाहप्रस्तावः
प्रस्तावः,प्रस्तावः
उपन्यासः,प्रस्तावः
विषधर,विषधर
वैष्णवः,वैष्णवः
प्रशान्त-महासागरः,प्रशान्त-महासागरः
पैतृष्वसेय,पैतृष्वसेय
उदाहरणम्,उदाहरणम्
निदर्शनम्,उदाहरणम्
दृष्टान्तः,उदाहरणम्
अश्लेषा,अश्लेषा
पुतकम्,पुतकम्
वेधकः,वेधकः
कीटभक्षी,कीटभक्षी
पुष्यः,पुष्यः
सिद्ध,सिद्ध
प्रमाणित,सिद्ध
पुनर्वसू,पुनर्वसू
यामकौ,पुनर्वसू
आदित्यौ,पुनर्वसू
स्यूतकः,स्यूतकः
स्वर्गः,स्वर्गः
प्रमाणम्,प्रमाणम्
प्रबन्धः,प्रबन्धः
भिक्षुः,भिक्षुः
भिक्षुकः,भिक्षुः
भिक्षोपजीवी,भिक्षुः
निबन्धः,निबन्धः
लेखः,निबन्धः
केका,केका
केकाबलः,केका
केकी,केका
तालः,केका
नेमिः,केका
शिखण्डी,केका
राष्ट्रिय,राष्ट्रिय
प्रथम,प्रथम
आदि,प्रथम
आद्य,प्रथम
मृगशिरः,मृगशिरः
मृगशीर्षम्,मृगशिरः
आग्रहायणी,मृगशिरः
धार्मिकविधिः,धार्मिकविधिः
विरोधिन्,विरोधिन्
विपक्षिन्,विरोधिन्
प्रतिपक्षिन्,विरोधिन्
प्रतिज्ञा,प्रतिज्ञा
प्रतिज्ञानम्,प्रतिज्ञा
समयः,प्रतिज्ञा
संश्रवः,प्रतिज्ञा
प्रतिश्रवः,प्रतिज्ञा
वचनम्,प्रतिज्ञा
संविद्,प्रतिज्ञा
संवित्,प्रतिज्ञा
नियमः,प्रतिज्ञा
संगरः,प्रतिज्ञा
सङगरः,प्रतिज्ञा
सङ्केतः,प्रतिज्ञा
अभिसंधा,प्रतिज्ञा
अभिसन्धा,प्रतिज्ञा
अभ्युपगमः,प्रतिज्ञा
स्वीकारः,प्रतिज्ञा
उररीकारः,प्रतिज्ञा
अंगीकारः,प्रतिज्ञा
अङ्गीकारः,प्रतिज्ञा
परिपणनं,प्रतिज्ञा
समाधिः,प्रतिज्ञा
आगूः,प्रतिज्ञा
आश्रवः,प्रतिज्ञा
सन्धा,प्रतिज्ञा
श्रवः,प्रतिज्ञा
